Entity,Code,Year,Nuclear_(percent_direct_primary_energy),Renewables_(percent_direct_primary_energy),Fossil_fuels_(percent_direct_primary_energy)
Ecuador,ECU,1994,0,7.5053573,92.494644
Ecuador,ECU,1995,0,6.091369,93.90862
Ecuador,ECU,1996,0,6.6423535,93.35764
Ecuador,ECU,1997,0,6.0820436,93.91795
Ecuador,ECU,1998,0,6.017939,93.982056
Ecuador,ECU,1999,0,7.461305,92.5387
Ecuador,ECU,2000,0,8.529546,91.47046
Ecuador,ECU,2001,0,7.7037854,92.29621
Ecuador,ECU,2002,0,8.390905,91.6091
Ecuador,ECU,2003,0,7.7238903,92.27611
Ecuador,ECU,2004,0,7.4073396,92.59266
Ecuador,ECU,2005,0,6.487641,93.51236
Ecuador,ECU,2006,0,6.369915,93.63009
Ecuador,ECU,2007,0,7.8951707,92.10483
Ecuador,ECU,2008,0,9.400381,90.59962
Ecuador,ECU,2009,0,7.692345,92.307655
Ecuador,ECU,2010,0,6.3912354,93.608765
Ecuador,ECU,2011,0,7.917898,92.08209
Ecuador,ECU,2012,0,8.270373,91.72963
Ecuador,ECU,2013,0,7.1541696,92.84583
Ecuador,ECU,2014,0,7.1501,92.8499
Ecuador,ECU,2015,0,8.3348875,91.665115
Ecuador,ECU,2016,0,10.389339,89.61066
Ecuador,ECU,2017,0,13.013184,86.98682
Ecuador,ECU,2018,0,12.516236,87.483765
Ecuador,ECU,2019,0,15.008624,84.99137
Ecuador,ECU,2020,0,17.635403,82.36459
Ecuador,ECU,2021,0,15.459536,84.54047
Ecuador,ECU,2022,0,13.926956,86.073044
Ecuador,ECU,2023,0,13.610636,86.389366
Egypt,EGY,1965,0,1.9622931,98.037704
Egypt,EGY,1966,0,1.9649005,98.0351
Egypt,EGY,1967,0,2.4977517,97.50224
Egypt,EGY,1968,0,3.6047444,96.39526
Egypt,EGY,1969,0,6.0866246,93.913376
Egypt,EGY,1970,0,5.7005224,94.299484
Egypt,EGY,1971,0,6.000169,93.99983
Egypt,EGY,1972,0,5.480361,94.51964
Egypt,EGY,1973,0,5.82339,94.176605
Egypt,EGY,1974,0,6.1123247,93.88767
Egypt,EGY,1975,0,6.1197433,93.88026
Egypt,EGY,1976,0,6.0194497,93.98055
Egypt,EGY,1977,0,6.29431,93.70569
Egypt,EGY,1978,0,6.5799,93.4201
Egypt,EGY,1979,0,5.743551,94.25645
Egypt,EGY,1980,0,5.092613,94.90739
Egypt,EGY,1981,0,4.619112,95.38089
Egypt,EGY,1982,0,4.2225623,95.77744
Egypt,EGY,1983,0,3.6139016,96.3861
Egypt,EGY,1984,0,3.2286103,96.771385
Egypt,EGY,1985,0,2.9419813,97.058014
Egypt,EGY,1986,0,2.8146708,97.18533
Egypt,EGY,1987,0,2.6452692,97.35473
Egypt,EGY,1988,0,2.5621114,97.43789
Egypt,EGY,1989,0,2.6142063,97.385796
Egypt,EGY,1990,0,2.676649,97.32335
Egypt,EGY,1991,0,2.6300495,97.36994
Egypt,EGY,1992,0,2.6241975,97.3758
Egypt,EGY,1993,0,2.70459,97.29541
Egypt,EGY,1994,0,2.7351093,97.26489
Egypt,EGY,1995,0,2.6909156,97.30909
Egypt,EGY,1996,0,2.6171212,97.38288
Egypt,EGY,1997,0,2.5730953,97.4269
Egypt,EGY,1998,0,2.53966,97.46034
Egypt,EGY,1999,0,2.6348398,97.36516
Egypt,EGY,2000,0,2.6374264,97.362564
Egypt,EGY,2001,0,2.582743,97.41726
Egypt,EGY,2002,0,2.437129,97.56287
Egypt,EGY,2003,0,2.130269,97.86973
Egypt,EGY,2004,0,2.0300426,97.969955
Egypt,EGY,2005,0,1.9491851,98.05082
Egypt,EGY,2006,0,1.880873,98.119125
Egypt,EGY,2007,0,1.9648116,98.03519
Egypt,EGY,2008,0,1.9963576,98.00364
Egypt,EGY,2009,0,1.7736292,98.22637
Egypt,EGY,2010,0,1.6547209,98.345276
Egypt,EGY,2011,0,1.6085923,98.39141
Egypt,EGY,2012,0,1.5584712,98.44153
Egypt,EGY,2013,0,1.5657964,98.434204
Egypt,EGY,2014,0,1.5750849,98.42491
Egypt,EGY,2015,0,1.6447974,98.3552
Egypt,EGY,2016,0,1.5769191,98.42308
Egypt,EGY,2017,0,1.4832723,98.51672
Egypt,EGY,2018,0,1.5766239,98.42338
Egypt,EGY,2019,0,2.019498,97.9805
Egypt,EGY,2020,0,2.5907533,97.40924
Egypt,EGY,2021,0,2.3925333,97.60746
Egypt,EGY,2022,0,2.2656338,97.734375
Egypt,EGY,2023,0,2.3532019,97.64679
Estonia,EST,1985,0,0,100
Estonia,EST,1986,0,0,100
Estonia,EST,1987,0,0,100
Estonia,EST,1988,0,0,100
Estonia,EST,1989,0,0,100
Estonia,EST,1990,0,0,100
Estonia,EST,1991,0,0,100
Estonia,EST,1992,0,0,100
Estonia,EST,1993,0,0,100
Estonia,EST,1994,0,0,100
Estonia,EST,1995,0,0.009653721,99.99034
Estonia,EST,1996,0,0.0075756097,99.99243
Estonia,EST,1997,0,0.0123058,99.98769
Estonia,EST,1998,0,0.020580325,99.979416
Estonia,EST,1999,0,0.03165646,99.968346
Estonia,EST,2000,0,0.10836993,99.891624
Estonia,EST,2001,0,0.050879817,99.94912
Estonia,EST,2002,0,0.059095044,99.9409
Estonia,EST,2003,0,0.071584925,99.92841
Estonia,EST,2004,0,0.09533917,99.90466
Estonia,EST,2005,0,0.17143264,99.82857
Estonia,EST,2006,0,0.22135895,99.77864
Estonia,EST,2007,0,0.21073607,99.78926
Estonia,EST,2008,0,0.36490607,99.635086
Estonia,EST,2009,0,0.97332776,99.026665
Estonia,EST,2010,0,1.5988462,98.401146
Estonia,EST,2011,0,1.7481465,98.251854
Estonia,EST,2012,0,2.1599278,97.84008
Estonia,EST,2013,0,1.7207024,98.2793
Estonia,EST,2014,0,2.0883195,97.91168
Estonia,EST,2015,0,2.4738562,97.526146
Estonia,EST,2016,0,2.3820794,97.61792
Estonia,EST,2017,0,2.5415733,97.45843
Estonia,EST,2018,0,2.9974692,97.00253
Estonia,EST,2019,0,4.176921,95.82308
Estonia,EST,2020,0,6.4177938,93.58221
Estonia,EST,2021,0,6.0026665,93.99734
Estonia,EST,2022,0,5.4646873,94.53531
Estonia,EST,2023,0,6.3425198,93.65748
Europe,,1965,0.11652116,2.079436,97.80405
Europe,,1966,0.14503005,2.176549,97.67842
Europe,,1967,0.16103828,2.0799909,97.75897
Europe,,1968,0.17562988,2.1007874,97.72359
Europe,,1969,0.19985083,2.0011864,97.79896
Europe,,1970,0.20645417,2.0006883,97.792854
Europe,,1971,0.22935325,1.9574964,97.81315
Europe,,1972,0.3009561,1.9084536,97.79059
Europe,,1973,0.3268566,1.8299099,97.84323
Europe,,1974,0.39819264,1.9602411,97.64156
Europe,,1975,0.5263052,1.9414703,97.53223
Europe,,1976,0.60079604,1.7670976,97.6321
Europe,,1977,0.71780777,2.038414,97.24378
Europe,,1978,0.7610382,2.0330527,97.20591
Europe,,1979,0.82515275,2.0484262,97.12643
Europe,,1980,0.98685056,2.0599225,96.95323
Europe,,1981,1.3112816,2.1119072,96.57681
Europe,,1982,1.4636465,2.058632,96.47772
Europe,,1983,1.6891805,2.1126583,96.19816
Europe,,1984,2.1056452,2.1464474,95.74791
Europe,,1985,2.592759,2.1585891,95.24865
Europe,,1986,2.707627,2.0872836,95.205086
Europe,,1987,2.8112483,2.1561947,95.032555
Europe,,1988,3.0678601,2.227653,94.70448
Europe,,1989,3.2018428,2.0326464,94.76551
Europe,,1990,3.1727736,2.0855227,94.74171
Europe,,1991,3.3006072,2.157753,94.54164
Europe,,1992,3.464139,2.315784,94.22008
Europe,,1993,3.7420962,2.4816163,93.77629
Europe,,1994,3.805097,2.6483896,93.54652
Europe,,1995,3.916654,2.6847599,93.39859
Europe,,1996,4.1205025,2.5162342,93.363266
Europe,,1997,4.249816,2.6923668,93.057816
Europe,,1998,4.18465,2.800646,93.0147
Europe,,1999,4.292809,2.8836527,92.82354
Europe,,2000,4.313988,3.0043151,92.6817
Europe,,2001,4.402589,3.042243,92.55517
Europe,,2002,4.480567,2.86516,92.65427
Europe,,2003,4.45509,2.727051,92.817856
Europe,,2004,4.4531827,2.987978,92.558846
Europe,,2005,4.412015,3.1175783,92.470406
Europe,,2006,4.362146,3.176434,92.46142
Europe,,2007,4.224231,3.4602854,92.31548
Europe,,2008,4.25558,3.7602212,91.9842
Europe,,2009,4.368421,4.2391057,91.39248
Europe,,2010,4.329962,4.4278145,91.24222
Europe,,2011,4.3610663,4.436613,91.20232
Europe,,2012,4.3172727,4.9602513,90.72247
Europe,,2013,4.3271008,5.363656,90.30924
Europe,,2014,4.5447755,5.7285914,89.72663
Europe,,2015,4.520155,5.878352,89.60149
Europe,,2016,4.3601336,5.954007,89.68586
Europe,,2017,4.319469,6.002221,89.678314
Europe,,2018,4.2914176,6.390993,89.31759
Europe,,2019,4.3697023,6.6627407,88.96756
Europe,,2020,4.3530116,7.832176,87.81481
Europe,,2021,4.4074855,7.642498,87.95001
Europe,,2022,3.9145362,7.718498,88.36697
Europe,,2023,3.9924998,8.63359,87.37391
Europe (EI),,1965,0.16651878,2.5828254,97.250656
Europe (EI),,1966,0.21255833,2.708764,97.078674
Europe (EI),,1967,0.23898315,2.6315165,97.12949
Europe (EI),,1968,0.25337067,2.557039,97.18959
Europe (EI),,1969,0.28630763,2.3432243,97.37047
Europe (EI),,1970,0.2914042,2.3096046,97.39899
Europe (EI),,1971,0.32402292,2.2727852,97.40319
Europe (EI),,1972,0.4111377,2.2590292,97.329834
Europe (EI),,1973,0.42772055,2.1678512,97.404434
Europe (EI),,1974,0.51220876,2.3877556,97.10003
Europe (EI),,1975,0.69369215,2.4738805,96.83243
Europe (EI),,1976,0.76295567,2.160062,97.07697
Europe (EI),,1977,0.897988,2.5873103,96.5147
Europe (EI),,1978,0.97303724,2.4917712,96.53519
Europe (EI),,1979,1.0481133,2.5315578,96.42033
Europe (EI),,1980,1.2595758,2.5325446,96.20788
Europe (EI),,1981,1.767626,2.660266,95.57211
Europe (EI),,1982,1.9939588,2.6941767,95.31187
Europe (EI),,1983,2.3481572,2.7691152,94.88274
Europe (EI),,1984,2.9360783,2.7543192,94.3096
Europe (EI),,1985,3.2273962,2.3852954,94.38731
Europe (EI),,1986,3.3743863,2.27555,94.35006
Europe (EI),,1987,3.4538817,2.43246,94.11366
Europe (EI),,1988,3.7923841,2.601226,93.60639
Europe (EI),,1989,3.9800954,2.2790105,93.7409
Europe (EI),,1990,3.9860833,2.326362,93.68756
Europe (EI),,1991,4.149642,2.4102137,93.44014
Europe (EI),,1992,4.3447266,2.5941503,93.06113
Europe (EI),,1993,4.629664,2.7751217,92.595215
Europe (EI),,1994,4.6967154,2.8881712,92.415115
Europe (EI),,1995,4.719468,2.8860438,92.394485
Europe (EI),,1996,4.8636975,2.7482402,92.38806
Europe (EI),,1997,4.9522934,2.90657,92.141136
Europe (EI),,1998,4.8813257,3.0468154,92.07186
Europe (EI),,1999,4.9497814,3.1165972,91.93362
Europe (EI),,2000,4.9387913,3.241623,91.81959
Europe (EI),,2001,5.0481586,3.2313228,91.72051
Europe (EI),,2002,5.1153526,3.0943034,91.79035
Europe (EI),,2003,5.0502863,2.9611363,91.98858
Europe (EI),,2004,5.072201,3.2552712,91.67253
Europe (EI),,2005,4.985759,3.3983045,91.61594
Europe (EI),,2006,4.9329157,3.524502,91.54259
Europe (EI),,2007,4.7313323,3.8314202,91.43725
Europe (EI),,2008,4.773788,4.2781606,90.94806
Europe (EI),,2009,4.865152,4.827286,90.30756
Europe (EI),,2010,4.826223,5.2276683,89.946106
Europe (EI),,2011,4.9060335,5.327112,89.766846
Europe (EI),,2012,4.831029,6.0614295,89.10754
Europe (EI),,2013,4.849476,6.528774,88.62175
Europe (EI),,2014,5.112253,6.9969535,87.89079
Europe (EI),,2015,4.9424553,7.293634,87.76391
Europe (EI),,2016,4.735285,7.337607,87.92711
Europe (EI),,2017,4.6275105,7.3340044,88.03848
Europe (EI),,2018,4.6574874,7.981989,87.36053
Europe (EI),,2019,4.730411,8.505018,86.76457
Europe (EI),,2020,4.619436,9.97221,85.408356
Europe (EI),,2021,4.640263,9.577569,85.78217
Europe (EI),,2022,4.0579543,10.076331,85.865715
Europe (EI),,2023,4.1854987,11.438856,84.37564
European Union (27),,1965,0.050322503,2.3789074,97.57077
European Union (27),,1966,0.059896015,2.519123,97.420975
European Union (27),,1967,0.06830539,2.3452718,97.586426
European Union (27),,1968,0.0735564,2.2331238,97.69332
European Union (27),,1969,0.10165797,2.022862,97.87548
European Union (27),,1970,0.13901162,2.001428,97.85956
European Union (27),,1971,0.17599145,1.9285029,97.8955
European Union (27),,1972,0.26156512,1.9201705,97.81826
European Union (27),,1973,0.28864902,1.8078781,97.90348
European Union (27),,1974,0.34113988,1.9787265,97.68013
European Union (27),,1975,0.57947224,2.0151083,97.40542
European Union (27),,1976,0.63533866,1.6536441,97.71101
European Union (27),,1977,0.7796069,2.175826,97.04457
European Union (27),,1978,0.89906824,2.0412102,97.05972
European Union (27),,1979,0.97399724,2.066924,96.959076
European Union (27),,1980,1.2068521,2.008493,96.78465
European Union (27),,1981,1.8079741,2.0645711,96.12745
European Union (27),,1982,2.0310855,2.082932,95.88599
European Union (27),,1983,2.4265325,2.1326878,95.44078
European Union (27),,1984,3.106308,2.1243215,94.76937
European Union (27),,1985,3.6600668,2.0830321,94.256905
European Union (27),,1986,3.985189,1.9561007,94.05871
European Union (27),,1987,4.080413,2.1031427,93.816444
European Union (27),,1988,4.3829856,2.2190967,93.39792
European Union (27),,1989,4.5934052,1.8218149,93.584785
European Union (27),,1990,4.7021813,1.9527502,93.34507
European Union (27),,1991,4.862894,2.0553951,93.0817
European Union (27),,1992,4.981197,2.1959035,92.82291
European Union (27),,1993,5.1980333,2.2962022,92.50577
European Union (27),,1994,5.2083745,2.3866017,92.40503
European Union (27),,1995,5.2192745,2.3438833,92.436844
European Union (27),,1996,5.3179913,2.2773962,92.40461
European Union (27),,1997,5.409332,2.412039,92.178635
European Union (27),,1998,5.3216195,2.5001729,92.17821
European Union (27),,1999,5.4543505,2.5308304,92.01482
European Union (27),,2000,5.501361,2.6818168,91.81682
European Union (27),,2001,5.5971375,2.8187625,91.58411
European Union (27),,2002,5.690417,2.5577285,91.751854
European Union (27),,2003,5.6024103,2.5520887,91.8455
European Union (27),,2004,5.676363,2.8258655,91.497765
European Union (27),,2005,5.584729,2.8980052,91.51726
European Union (27),,2006,5.5404396,3.1471953,91.31236
European Union (27),,2007,5.344121,3.5175838,91.13829
European Union (27),,2008,5.4748125,3.9847546,90.540436
European Union (27),,2009,5.4583745,4.5971746,89.94444
European Union (27),,2010,5.4550757,5.0587835,89.48614
European Union (27),,2011,5.5186214,5.2154684,89.265915
European Union (27),,2012,5.448769,5.981585,88.56964
European Union (27),,2013,5.494654,6.439736,88.065605
European Union (27),,2014,5.794545,7.009206,87.19625
European Union (27),,2015,5.508943,7.0376816,87.45338
European Union (27),,2016,5.301466,7.0432305,87.6553
European Union (27),,2017,5.137056,6.9883714,87.87457
European Union (27),,2018,5.204486,7.626426,87.16909
European Union (27),,2019,5.3493223,8.038834,86.61185
European Union (27),,2020,5.251821,9.575311,85.17287
European Union (27),,2021,5.3084326,9.224482,85.46708
European Union (27),,2022,4.5730686,9.633084,85.793846
European Union (27),,2023,4.8730106,11.149964,83.97702
Finland,FIN,1974,0,6.9385276,93.06147
Finland,FIN,1975,0,6.5164423,93.48356
Finland,FIN,1976,0,4.614382,95.38562
Finland,FIN,1977,1.2687331,5.8496823,92.881584
Finland,FIN,1978,1.46794,4.438166,94.093895
Finland,FIN,1979,2.882299,4.680188,92.437515
Finland,FIN,1980,3.0077963,4.406734,92.585464
Finland,FIN,1981,6.81322,6.3881354,86.79864
Finland,FIN,1982,8.021928,6.302807,85.67527
Finland,FIN,1983,8.691751,6.708078,84.60017
Finland,FIN,1984,8.838155,6.2491746,84.912674
Finland,FIN,1985,8.343996,5.43781,86.21819
Finland,FIN,1986,8.2382345,5.3876734,86.37409
Finland,FIN,1987,8.080051,5.71374,86.20621
Finland,FIN,1988,8.074725,5.556707,86.36857
Finland,FIN,1989,7.7926865,5.356136,86.85118
Finland,FIN,1990,7.5243444,6.271118,86.204544
Finland,FIN,1991,7.55889,7.049638,85.39147
Finland,FIN,1992,7.586744,7.9017124,84.51154
Finland,FIN,1993,7.770711,7.5799026,84.649376
Finland,FIN,1994,7.03675,6.613955,86.34929
Finland,FIN,1995,7.4588575,7.5864987,84.95464
Finland,FIN,1996,7.0680947,6.4456925,86.48621
Finland,FIN,1997,7.662013,7.3896246,84.948364
Finland,FIN,1998,7.9718485,8.904004,83.12415
Finland,FIN,1999,8.462135,7.806283,83.73158
Finland,FIN,2000,8.324921,8.65808,83.017
Finland,FIN,2001,8.086818,7.652014,84.26117
Finland,FIN,2002,7.7384195,6.8856583,85.37592
Finland,FIN,2003,7.2062755,6.0583467,86.73538
Finland,FIN,2004,7.529761,8.513572,83.956665
Finland,FIN,2005,8.618351,8.691602,82.690056
Finland,FIN,2006,7.6694765,7.524864,84.805664
Finland,FIN,2007,7.9676814,8.279338,83.752975
Finland,FIN,2008,8.339719,10.403301,81.25699
Finland,FIN,2009,9.0702915,8.924368,82.00534
Finland,FIN,2010,7.976724,8.969709,83.05356
Finland,FIN,2011,8.7717905,9.958204,81.27
Finland,FIN,2012,9.262519,12.3629055,78.37457
Finland,FIN,2013,9.299511,11.024845,79.675644
Finland,FIN,2014,9.763018,12.96579,77.27119
Finland,FIN,2015,9.904656,15.155914,74.93943
Finland,FIN,2016,9.638093,13.393145,76.96876
Finland,FIN,2017,9.61778,15.195783,75.18644
Finland,FIN,2018,9.544117,15.066703,75.38918
Finland,FIN,2019,10.337011,15.735499,73.92749
Finland,FIN,2020,10.905678,18.753702,70.34062
Finland,FIN,2021,10.952721,21.089373,67.95791
Finland,FIN,2022,11.890819,21.042843,67.06634
Finland,FIN,2023,16.49286,22.13707,61.370075
France,FRA,1965,0.07154374,3.7391849,96.18927
France,FRA,1966,0.10975059,4.1381454,95.7521
France,FRA,1967,0.15176119,3.3614564,96.48678
France,FRA,1968,0.21540593,3.5853467,96.19925
France,FRA,1969,0.2279775,3.4202383,96.35178
France,FRA,1970,0.33452627,3.4004252,96.265045
France,FRA,1971,0.52421993,2.8235917,96.65219
France,FRA,1972,0.77107686,2.6606226,96.568306
France,FRA,1973,0.7133595,2.381557,96.905075
France,FRA,1974,0.731531,2.87477,96.3937
France,FRA,1975,0.9707124,3.2727938,95.75649
France,FRA,1976,0.7782591,2.461225,96.76052
France,FRA,1977,0.89157593,3.8611715,95.24725
France,FRA,1978,1.4602242,3.3459823,95.193794
France,FRA,1979,1.8707687,3.178956,94.95028
France,FRA,1980,2.9511192,3.4207263,93.62816
France,FRA,1981,5.3872924,3.7690136,90.8437
France,FRA,1982,5.827972,3.8580012,90.314026
France,FRA,1983,7.774774,3.8265522,88.398674
France,FRA,1984,10.308738,3.6285706,86.06269
France,FRA,1985,11.927399,3.3833227,84.68928
France,FRA,1986,13.524446,3.413415,83.06214
France,FRA,1987,13.987,3.805895,82.20711
France,FRA,1988,14.489227,4.1174273,81.39334
France,FRA,1989,15.670522,2.4995232,81.829956
France,FRA,1990,15.999354,2.8414083,81.15924
France,FRA,1991,15.718229,2.8322837,81.44949
France,FRA,1992,16.143986,3.3945765,80.46143
France,FRA,1993,17.995476,3.286162,78.71836
France,FRA,1994,17.96,4.0936556,77.94635
France,FRA,1995,18.287167,3.7420983,77.97073
France,FRA,1996,18.50114,3.309762,78.189095
France,FRA,1997,18.758425,3.3135946,77.927986
France,FRA,1998,17.660738,3.0813735,79.2579
France,FRA,1999,17.876772,3.55777,78.56545
France,FRA,2000,18.713457,3.2928507,77.99369
France,FRA,2001,18.91982,3.6592531,77.42093
France,FRA,2002,19.779099,3.0833416,77.137566
France,FRA,2003,19.640316,2.9665492,77.393135
France,FRA,2004,19.768969,2.9914758,77.239555
France,FRA,2005,19.990625,2.7851334,77.22425
France,FRA,2006,20.156013,3.147957,76.69603
France,FRA,2007,19.984312,3.7253962,76.2903
France,FRA,2008,19.93871,4.5324793,75.52881
France,FRA,2009,19.56808,4.6587734,75.77314
France,FRA,2010,19.954203,4.914073,75.13173
France,FRA,2011,21.558344,4.4716034,73.970055
France,FRA,2012,20.733315,5.5181923,73.74849
France,FRA,2013,20.484674,6.1806583,73.33466
France,FRA,2014,22.531027,6.454522,71.01445
France,FRA,2015,22.171665,6.2360873,71.59225
France,FRA,2016,20.507767,6.6150203,72.87721
France,FRA,2017,20.112545,6.263642,73.62382
France,FRA,2018,21.010292,7.339097,71.65061
France,FRA,2019,20.64526,7.5154076,71.83933
France,FRA,2020,20.838276,9.067334,70.09439
France,FRA,2021,20.826624,8.48682,70.68655
France,FRA,2022,17.629866,9.046422,73.32371
France,FRA,2023,20.218966,10.6767435,69.104294
Germany,DEU,1965,0.003983181,0.55193305,99.444084
Germany,DEU,1966,0.009006863,0.59594846,99.39504
Germany,DEU,1967,0.041743454,0.5674489,99.39081
Germany,DEU,1968,0.056347977,0.5391982,99.40446
Germany,DEU,1969,0.14589807,0.40526032,99.448845
Germany,DEU,1970,0.18227474,0.5179617,99.29977
Germany,DEU,1971,0.17249377,0.40115947,99.426346
Germany,DEU,1972,0.2556483,0.38190565,99.36244
Germany,DEU,1973,0.307806,0.41399896,99.27819
Germany,DEU,1974,0.37511203,0.48551005,99.13938
Germany,DEU,1975,0.6551471,0.49354067,98.85131
Germany,DEU,1976,0.75095266,0.38457987,98.86446
Germany,DEU,1977,1.0593843,0.4835021,98.457115
Germany,DEU,1978,1.0879213,0.48799863,98.42408
Germany,DEU,1979,1.2255833,0.46672645,98.307686
Germany,DEU,1980,1.3573328,0.5136274,98.12904
Germany,DEU,1981,1.6616347,0.55069804,97.78767
Germany,DEU,1982,1.9672964,0.5692806,97.463425
Germany,DEU,1983,2.035502,0.5280799,97.436424
Germany,DEU,1984,2.6506388,0.51129216,96.838066
Germany,DEU,1985,3.4678311,0.47636506,96.0558
Germany,DEU,1986,3.2826965,0.50737786,96.20992
Germany,DEU,1987,3.55399,0.54644096,95.89957
Germany,DEU,1988,3.94545,0.5465883,95.50796
Germany,DEU,1989,4.1205516,0.5102294,95.36922
Germany,DEU,1990,3.9352715,0.48621884,95.57851
Germany,DEU,1991,3.894047,0.46131518,95.64464
Germany,DEU,1992,4.3186145,0.55819374,95.12319
Germany,DEU,1993,4.1853695,0.5801542,95.234474
Germany,DEU,1994,4.16431,0.641767,95.193924
Germany,DEU,1995,4.231178,0.69932437,95.069496
Germany,DEU,1996,4.2943735,0.62613237,95.07949
Germany,DEU,1997,4.6131144,0.6811443,94.70574
Germany,DEU,1998,4.402395,0.74236065,94.85524
Germany,DEU,1999,4.731016,0.84902847,94.41995
Germany,DEU,2000,4.7089863,1.1208231,94.17019
Germany,DEU,2001,4.6622696,1.1593293,94.178406
Germany,DEU,2002,4.547804,1.427787,94.02441
Germany,DEU,2003,4.553523,1.5109092,93.93557
Germany,DEU,2004,4.637309,1.9084014,93.45429
Germany,DEU,2005,4.586625,2.3452933,93.068085
Germany,DEU,2006,4.607404,2.8729246,92.51967
Germany,DEU,2007,4.0380807,3.6082904,92.35363
Germany,DEU,2008,4.2498665,3.601647,92.14848
Germany,DEU,2009,4.1125937,3.8885963,91.99881
Germany,DEU,2010,4.11941,4.0139394,91.86665
Germany,DEU,2011,3.2739217,4.7689686,91.95711
Germany,DEU,2012,2.986406,5.3566875,91.65691
Germany,DEU,2013,2.8381355,5.346051,91.81581
Germany,DEU,2014,2.9839556,5.983011,91.033035
Germany,DEU,2015,2.7883022,6.650232,90.56147
Germany,DEU,2016,2.5149314,6.5367656,90.9483
Germany,DEU,2017,2.2553067,7.3006206,90.44407
Germany,DEU,2018,2.3199818,7.8036046,89.87641
Germany,DEU,2019,2.3774679,8.656216,88.966324
Germany,DEU,2020,2.2133048,9.981582,87.80511
Germany,DEU,2021,2.279184,8.863378,88.857445
Germany,DEU,2022,1.1881046,9.912646,88.89925
Germany,DEU,2023,0.26783296,11.455077,88.27709
Greece,GRC,1982,0,1.8526194,98.14738
Greece,GRC,1983,0,1.1955891,98.80441
Greece,GRC,1984,0,1.4061344,98.593864
Greece,GRC,1985,0,1.3021005,98.6979
Greece,GRC,1986,0,1.5043067,98.49569
Greece,GRC,1987,0,1.1752132,98.82478
Greece,GRC,1988,0,0.94314665,99.056854
Greece,GRC,1989,0,0.69544667,99.30455
Greece,GRC,1990,0,0.62392855,99.37607
Greece,GRC,1991,0,1.0864931,98.913506
Greece,GRC,1992,0,0.7567844,99.24321
Greece,GRC,1993,0,0.78723973,99.21277
Greece,GRC,1994,0,0.8775883,99.12241
Greece,GRC,1995,0,1.1503487,98.849655
Greece,GRC,1996,0,1.3870212,98.61298
Greece,GRC,1997,0,1.200455,98.799545
Greece,GRC,1998,0,1.0902177,98.90978
Greece,GRC,1999,0,1.3766682,98.62333
Greece,GRC,2000,0,1.1355219,98.86447
Greece,GRC,2001,0,0.7917401,99.20826
Greece,GRC,2002,0,0.9681371,99.03187
Greece,GRC,2003,0,1.5221272,98.47787
Greece,GRC,2004,0,1.5289109,98.471085
Greece,GRC,2005,0,1.6527226,98.347275
Greece,GRC,2006,0,2.0659783,97.93402
Greece,GRC,2007,0,1.3534062,98.64659
Greece,GRC,2008,0,1.6285084,98.37149
Greece,GRC,2009,0,2.3703353,97.62966
Greece,GRC,2010,0,3.332577,96.66743
Greece,GRC,2011,0,2.6188605,97.38114
Greece,GRC,2012,0,3.495794,96.504196
Greece,GRC,2013,0,5.2618513,94.73815
Greece,GRC,2014,0,4.8558993,95.1441
Greece,GRC,2015,0,5.8297505,94.17025
Greece,GRC,2016,0,5.968828,94.031166
Greece,GRC,2017,0,5.2630253,94.73698
Greece,GRC,2018,0,6.089115,93.91088
Greece,GRC,2019,0,6.32154,93.67846
Greece,GRC,2020,0,8.0369005,91.963104
Greece,GRC,2021,0,9.278454,90.72155
Greece,GRC,2022,0,9.114709,90.885284
Greece,GRC,2023,0,10.157552,89.842445
High-income countries,,1965,0.08042118,2.4608953,97.45869
High-income countries,,1966,0.104697965,2.4778826,97.41741
High-income countries,,1967,0.120441556,2.4423254,97.43724
High-income countries,,1968,0.14286464,2.3554087,97.501724
High-income countries,,1969,0.15665792,2.3052242,97.53812
High-income countries,,1970,0.18873587,2.241944,97.56931
High-income countries,,1971,0.26021016,2.2877572,97.452034
High-income countries,,1972,0.33831418,2.2770636,97.38463
High-income countries,,1973,0.42459503,2.1616464,97.41376
High-income countries,,1974,0.55859077,2.425092,97.01632
High-income countries,,1975,0.7922007,2.485883,96.72191
High-income countries,,1976,0.86190486,2.2591493,96.87895
High-income countries,,1977,1.0512931,2.2296262,96.71908
High-income countries,,1978,1.2066118,2.3396256,96.453766
High-income countries,,1979,1.2128466,2.3717809,96.41537
High-income countries,,1980,1.3543897,2.43501,96.2106
High-income countries,,1981,1.6413769,2.529177,95.829445
High-income countries,,1982,1.8262569,2.7002215,95.47352
High-income countries,,1983,2.0677056,2.8359716,95.09633
High-income countries,,1984,2.3861156,2.7382042,94.87568
High-income countries,,1985,2.8100853,2.6855242,94.504395
High-income countries,,1986,3.016423,2.6542926,94.329285
High-income countries,,1987,3.1619537,2.578967,94.25909
High-income countries,,1988,3.2929792,2.5054748,94.201546
High-income countries,,1989,3.3566556,2.4284575,94.21489
High-income countries,,1990,3.481628,2.5532649,93.96511
High-income countries,,1991,3.6483989,2.5895221,93.76208
High-income countries,,1992,3.6455426,2.548234,93.80622
High-income countries,,1993,3.735958,2.655395,93.60865
High-income countries,,1994,3.758325,2.5503843,93.69129
High-income countries,,1995,3.8247783,2.6467946,93.52843
